match-id,game-date,game-type,assist-me-pings,enemy-missing-pings,bounty-level,ability-uses,bounty-gold,buffs-stolen,control-wards-placed,damage-per-minute,damage-taken-on-team-%,deaths-by-enemy-champ,epic-monster-steals,first-turret-killed,gold-per-minute,kda,assists,turret-damage-dealt,vision-score,champ-name,champ-level,deaths,first-blood,first-blood-assist,gold-earned,gold-spent,individual-position,inhibitors-lost,kills,longest-time-alive,riot-id-game-name,total-damage-dealt,total-time-spent-dead,team-id,win,game-duration,game-mode,role,q-casts,w-casts,e-casts,r-casts
NA1_4911544108,1707001813811,MATCHED_GAME,0,7,0,,0,0,0,688.6955915965476,0.26389241986726086,5,0,False,317.99662848081357,3,13,2100,20,Volibear,17,5,False,False,10577,9450,TOP,0,2,481,Mister Clonely,22908,163,100,True,1995,CLASSIC,NONE,59,115,89,7
NA1_4911544108,1707001813811,MATCHED_GAME,11,3,2,,0,4,0,523.69931072855,0.3000768346184838,4,0,False,531.746116806207,4.25,8,9481,19,Nocturne,18,4,False,False,17687,16450,JUNGLE,0,9,688,Ekkophobia,17420,126,100,True,1995,CLASSIC,NONE,123,33,19,21
NA1_4911544108,1707001813811,MATCHED_GAME,0,1,2,,375,0,0,434.407336345188,0.11975798523772928,2,0,False,415.00551255706165,7,7,1701,18,Veigar,17,2,False,False,13804,12900,MIDDLE,0,7,893,KillaguyX,14450,66,100,True,1995,CLASSIC,SOLO,218,118,22,10
NA1_4911544108,1707001813811,MATCHED_GAME,1,2,6,,0,0,0,732.1668752157592,0.16749653669802453,3,0,False,438.1379222138016,8,11,9526,21,Jhin,16,3,False,False,14574,14050,BOTTOM,0,13,604,Eyrø,24354,51,100,True,1995,CLASSIC,CARRY,138,38,68,26
NA1_4911544108,1707001813811,MATCHED_GAME,6,0,0,,0,1,6,579.9620132700923,0.1487762235785015,1,0,False,371.1390696124949,24,18,4097,80,Morgana,15,1,False,False,12345,10900,UTILITY,0,6,1521,SKELETREX,19291,40,100,True,1995,CLASSIC,SUPPORT,65,63,23,5
NA1_4911544108,1707001813811,MATCHED_GAME,0,8,0,,750,0,0,730.6607486400256,0.2553940604370692,5,0,True,447.29117440245324,1.6,0,5163,23,Garen,17,5,True,False,14878,14133,TOP,2,8,1195,Commander1,24304,233,200,False,1995,CLASSIC,DUO,87,17,63,5
NA1_4911544108,1707001813811,MATCHED_GAME,7,3,0,,0,1,4,296.8892782553034,0.277741228247655,6,1,False,298.6393702094695,1,6,0,34,Sejuani,16,6,False,True,9933,9600,JUNGLE,2,0,449,yellem,9875,148,200,False,1995,CLASSIC,NONE,67,92,97,8
NA1_4911544108,1707001813811,MATCHED_GAME,0,21,0,,1025,0,3,1002.635936024833,0.1416415705844953,6,0,False,394.02619277864466,1.1666666666666667,2,837,35,Zyra,16,6,False,False,13106,12525,MIDDLE,2,5,881,jugs888,33351,182,200,False,1995,CLASSIC,DUO,155,135,71,22
NA1_4911544108,1707001813811,MATCHED_GAME,0,0,0,,150,0,3,315.5528058536799,0.2034518086332523,12,0,False,343.04368195045777,0.25,2,4068,17,Smolder,14,12,False,False,11410,13010,BOTTOM,2,1,417,you suck123,10496,323,200,False,1995,CLASSIC,CARRY,143,32,27,7
NA1_4911544108,1707001813811,MATCHED_GAME,0,2,0,,0,0,0,228.90279156304015,0.1217713320975282,8,0,False,248.8252803314915,0.875,6,2552,59,Senna,11,8,False,False,8276,6450,UTILITY,2,1,297,engingeer,7614,154,200,False,1995,CLASSIC,SUPPORT,55,28,25,5
NA1_4911518223,1706999929789,MATCHED_GAME,2,5,0,,0,0,0,394.1195606693007,0.2791359320988221,10,0,False,252.5962373326146,0.2,2,2178,14,Yone,12,10,False,False,6098,5900,TOP,2,0,278,pé Mink xjnh vip,9515,236,100,False,1448,CLASSIC,NONE,162,54,33,7
NA1_4911518223,1706999929789,MATCHED_GAME,15,9,1,,750,0,0,416.6942591710817,0.3349558366898603,4,0,False,352.58770208934067,1.75,4,0,13,Jax,12,4,False,False,8512,8033,JUNGLE,2,3,370,KigBat,10060,71,100,False,1448,CLASSIC,NONE,34,105,51,7
NA1_4911518223,1706999929789,MATCHED_GAME,0,3,0,,0,0,0,488.332416621426,0.09306298112530373,2,0,False,279.55979539990585,1,1,0,4,Veigar,13,2,False,False,6749,5700,MIDDLE,2,1,881,KillaguyX,11790,32,100,False,1448,CLASSIC,SOLO,152,77,14,4
NA1_4911518223,1706999929789,MATCHED_GAME,0,1,0,,150,0,0,411.7299271733364,0.148794315569036,5,0,False,315.5752284334445,1.4,4,377,15,Varus,11,5,False,True,7619,7350,BOTTOM,2,3,392,noobkiller69x,9940,105,100,False,1448,CLASSIC,CARRY,55,11,27,5
NA1_4911518223,1706999929789,MATCHED_GAME,0,1,1,,0,0,0,138.76719363009008,0.14405093451697787,0,0,False,237.72322259972142,4,3,268,40,Pyke,10,0,True,False,5739,5500,UTILITY,2,1,0,Lyte Sauce,3350,0,100,False,1448,CLASSIC,SUPPORT,38,41,27,2
NA1_4911518223,1706999929789,MATCHED_GAME,0,3,0,,0,0,0,745.8913882599163,0.22831616373392577,2,0,False,494.8800410378958,5,2,13477,7,Garen,14,2,False,False,11948,11733,TOP,0,8,920,J1mbo57,18008,57,200,True,1448,CLASSIC,SOLO,64,25,42,5
NA1_4911518223,1706999929789,MATCHED_GAME,18,0,0,,0,1,3,292.980407103687,0.3797778671379346,1,0,False,335.9754480768913,10,9,667,24,Zac,12,1,False,False,8111,6725,JUNGLE,0,1,1051,SKELETREX,7073,26,200,True,1448,CLASSIC,NONE,50,173,53,2
NA1_4911518223,1706999929789,MATCHED_GAME,0,9,4,,0,1,4,747.8899996689195,0.10478592980864336,0,0,False,436.67402294153027,10,6,5361,26,Vex,15,0,False,False,10542,9650,MIDDLE,0,4,0,Vlad Tempest,18056,0,200,True,1448,CLASSIC,SOLO,176,27,65,15
NA1_4911518223,1706999929789,MATCHED_GAME,0,0,1,,0,0,2,493.06477993887836,0.1313125096945144,2,0,True,354.13264990319726,2,1,3973,14,Ezreal,11,2,False,False,8550,7900,BOTTOM,0,3,835,Iced Out Junky,11904,32,200,True,1448,CLASSIC,SOLO,154,55,15,7
NA1_4911518223,1706999929789,MATCHED_GAME,0,0,1,,0,0,4,646.6593529638424,0.15580752962498184,3,0,False,380.2423731219021,4,7,3328,55,Senna,12,3,False,False,9180,7845,JUNGLE,0,5,544,UEatitWithnoCook,15612,67,200,True,1448,CLASSIC,NONE,68,29,15,10
NA1_4911471647,1706996786451,MATCHED_GAME,0,3,1,,0,0,0,669.2953625257251,0.1994955958398743,3,0,False,417.5485786032818,6.666666666666667,15,6260,12,Ornn,18,3,False,False,14027,13380,TOP,1,5,789,ashes145,22485,83,100,True,2015,CLASSIC,NONE,89,60,32,14
NA1_4911471647,1706996786451,MATCHED_GAME,14,0,0,,1650,0,0,895.2697419321848,0.29973005671930164,7,0,False,453.76732496407755,4.142857142857143,20,0,26,Zac,17,7,False,False,15244,13550,JUNGLE,1,9,445,SKELETREX,30077,156,100,True,2015,CLASSIC,NONE,77,267,85,13
NA1_4911471647,1706996786451,MATCHED_GAME,0,0,5,,950,0,0,868.5725176239082,0.18100310945535802,11,0,False,437.4715328143203,1.9090909090909092,7,2181,15,Akali,16,11,False,True,14697,12100,MIDDLE,1,14,293,RAABRAVENN,29180,315,100,True,2015,CLASSIC,SOLO,127,18,40,19
NA1_4911471647,1706996786451,MATCHED_GAME,0,0,0,,0,0,0,458.1880368219896,0.13601490933702381,12,0,False,331.91225988513577,0.9166666666666666,8,10888,9,Caitlyn,16,12,False,False,11150,9650,BOTTOM,1,3,497,wakkslapp,15393,404,100,True,2015,CLASSIC,SOLO,67,14,20,10
NA1_4911471647,1706996786451,MATCHED_GAME,7,12,0,,500,0,3,872.758100386401,0.18375632864844219,14,0,False,435.8536504652114,1.7857142857142858,11,1008,65,Twitch,15,14,True,False,14642,14475,JUNGLE,1,14,429,Sions Thigh Gap,29321,342,100,True,2015,CLASSIC,SOLO,52,53,34,15
NA1_4911471647,1706996786451,MATCHED_GAME,3,13,0,,0,0,0,579.2947815359328,0.20396532483457133,10,0,False,352.87531661716486,1.1,7,5182,21,Fiora,16,10,False,False,11855,11850,TOP,1,4,325,HeadassBruh,19462,350,200,False,2015,CLASSIC,SOLO,132,18,63,8
NA1_4911471647,1706996786451,MATCHED_GAME,0,0,1,,750,0,1,1291.719313898718,0.23266124155304363,9,1,False,492.4532844984421,3.6666666666666665,13,4733,13,Shaco,17,9,False,False,16544,15125,JUNGLE,1,20,561,Arata Y,43396,269,200,False,2015,CLASSIC,NONE,65,66,63,17
NA1_4911471647,1706996786451,MATCHED_GAME,0,29,0,,450,0,0,1543.4512151290046,0.19996033903338847,9,0,False,440.8939997229322,2.6666666666666665,12,2704,19,Brand,16,9,False,False,14812,12650,MIDDLE,1,12,535,spearchucker985,51853,256,200,False,2015,CLASSIC,SOLO,85,97,76,12
NA1_4911471647,1706996786451,MATCHED_GAME,0,1,0,,0,0,0,858.7152338973641,0.17625379722857423,5,0,False,441.7714681372507,3,4,7579,20,Samira,16,5,False,False,14841,14700,BOTTOM,1,11,738,LiffyTiffy,28849,195,200,False,2015,CLASSIC,CARRY,99,13,17,11
NA1_4911471647,1706996786451,MATCHED_GAME,0,2,0,,0,0,2,222.29466283850053,0.18715929735042233,12,0,False,262.41139556296616,1.5833333333333333,19,947,64,Rell,14,12,False,False,8815,8400,UTILITY,1,0,427,Deathean,7468,316,200,False,2015,CLASSIC,SUPPORT,67,39,30,7
NA1_4910387427,1706903107922,MATCHED_GAME,0,2,0,,1100,0,0,757.7515114151117,0.17054392056311468,10,0,False,371.856019980979,1,4,0,19,Akshan,14,10,False,False,10951,10900,TOP,2,6,503,LeonMoreau,22315,278,100,False,1766,CLASSIC,NONE,84,17,81,4
NA1_4910387427,1706903107922,MATCHED_GAME,0,0,0,,300,0,2,497.99333566830603,0.2523583755758288,13,0,False,383.8494211647475,1,5,0,18,Briar,13,13,False,False,11304,10250,JUNGLE,2,8,736,Cenzoh,14665,329,100,False,1766,CLASSIC,NONE,50,125,32,7
NA1_4910387427,1706903107922,MATCHED_GAME,0,5,0,,0,0,2,426.8347368912825,0.17593465342559556,5,0,False,324.31243387147225,2.6,10,4254,27,AurelionSol,15,5,False,False,9551,9400,MIDDLE,2,3,1057,Goose Recluse,12570,168,100,False,1766,CLASSIC,SOLO,64,23,60,9
NA1_4910387427,1706903107922,MATCHED_GAME,1,0,0,,1325,0,0,723.8116082966053,0.17230405986488234,6,0,False,485.56086318432637,2.6666666666666665,8,1805,15,Lucian,15,6,False,False,14299,13300,BOTTOM,2,8,726,SKELETREX,21316,162,100,False,1766,CLASSIC,CARRY,92,29,46,8
NA1_4910387427,1706903107922,MATCHED_GAME,2,0,0,,0,0,3,410.62013652510456,0.22885899057057865,11,0,False,279.2249743487295,1.5454545454545454,15,731,64,Maokai,13,11,False,False,8223,8025,UTILITY,2,2,602,MichaelScarn000,12092,305,100,False,1766,CLASSIC,SUPPORT,50,18,39,8
NA1_4910387427,1706903107922,MATCHED_GAME,8,4,0,,0,0,0,1539.1494048391799,0.28574638918045386,4,0,True,668.5332578035884,7.5,8,17090,12,Jax,18,4,False,False,19688,19013,TOP,0,22,884,SISSY FEMBOY XD,45328,144,200,True,1766,CLASSIC,SOLO,67,130,76,9
NA1_4910387427,1706903107922,MATCHED_GAME,4,0,7,,0,1,2,803.0495036532869,0.25872737392837997,2,0,False,472.27299584646494,10,10,1176,32,Lillia,16,2,False,False,13908,11475,JUNGLE,0,10,728,Sek,23649,51,200,True,1766,CLASSIC,NONE,187,60,75,4
NA1_4910387427,1706903107922,MATCHED_GAME,1,7,0,,0,0,1,515.4290191519959,0.11237015590167834,5,0,False,321.73769403488916,2,9,1710,20,Hwei,15,5,False,False,9475,8550,MIDDLE,0,1,586,Jasmin,15179,181,200,True,1766,CLASSIC,DUO,95,24,46,7
